bhk,area,locality,price,status1,status2
3,535,"Tathawade, Dattwadi",26000,Unfurnished,Ground floor 2 BHK
2,675,Kondhwa Budruk,10000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,750,Hadapsar,29000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,980,Hinjewadi Phase 3,17500," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,1760,Ambegaon Budruk,11500," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,538,Chakan,7000,Unfurnished,1 floor
1,630,"Ajmera Housing Society, Pimpri",12000,Unfurnished,3 floor 2 BHK
2,1105,Kothrud,24000,Semi-Furnished,3 floor
2,825,Viman Nagar,51000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
4,3750,"Pimple Nilakh, Pimpri Chinchwad",75000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
3,976,"Pimple Saudagar, Pimpri Chinchwad",25000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,1000,"Market Yard, Gultekdi",14000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,756,"Padmavati, Bibvewadi",12500," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,1318,Undri,18000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1652,,5500,Unfurnished,3 floor
2,4088,,40000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,615,"Rahatni, Pimpri Chinchwad",12000,Unfurnished,4 floor
1,620,,15000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,5000,,18500,Unfurnished,Ground floor
2,1100,Aundh,32000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1200,,20000,Furnished,4 floor
3,950,,26500,Furnished,4 floor 3 BHK
1,1271,"Siddheshwar Nagar, Tingre Nagar",15000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,650,"Pimple Saudagar, Pimpri Chinchwad",16000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,564,"Salisbury Park, Gultekdi",14000,Furnished,5 floor
3,600,Balewadi,35000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,400,Hinjewadi Phase 1,17000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,900,Bajirao Road,20000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,1200,"Clover Park View, Koregaon Park",33000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,1200,"Pimple Gurav, Pimpri Chinchwad",10500," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,2000,Pimpri Chinchwad,18000,Unfurnished,Ground floor 2 BHK
1,680,Hinjewadi,12500,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
3,450,Ambe Gaon,22000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,906,Baner,20000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,700,"Thergaon, Pimpri Chinchwad",15000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,960,Hinjewadi,16000,Unfurnished,1 floor
2,1200,Kalyani Nagar,9250,Unfurnished,3 floor 2 BHK
4,650,Gahunje,42000,Semi-Furnished,3 floor
2,624,Undri,14000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,530,Pisoli,9000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,750,"Wakad, Pimpri Chinchwad",20000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,650,"Azad Nagar-Kothurd, Kothrud",16000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,1000,Wagholi,12000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,900,Bhekrai Nagar,9000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,950,Karvenagar,12500,Unfurnished,3 floor
1,980,Narhe,8000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,900,Khandve Nagar,10000,Unfurnished,4 floor
2,702,Talegaon Dabhade,11000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
3,1180,,32000,Unfurnished,Ground floor
1,1300,Karvenagar,15000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1100,Dighi,11000,Furnished,4 floor
3,1070,"Wakad, Pimpri Chinchwad",30000,Furnished,4 floor 3 BHK
1,610,Wadgaon Sheri,9000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,1180,,27000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
5,600,Moshi,1.8 Lac,Furnished,5 floor
2,850,,20000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,930,"Manjri, Manjri Budruk",14000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1221,,18000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
5,735,Talegaon Dabhade,30000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,1054,Warje,16000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,550,Shankar Kalat Nagar,26000,Unfurnished,Ground floor 2 BHK
2,975,Wagholi,12000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
3,1000,"Nyati County, Mohammed Wadi",20000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
3,550,NIBM Road,26000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
4,770,Kharadi,1.2 Lac," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,781,Somatne Phata,8000,Unfurnished,1 floor
1,FOR,,7500,Unfurnished,3 floor 2 BHK
4,550,Baner road,1.9 Lac,Semi-Furnished,3 floor
2,889,"Padmavati, Bibvewadi",15000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,1630,Warje,11000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,927,Katraj,16000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
4,750,"Pimple Nilakh, Pimpri Chinchwad",75000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,2000,"Pimple Nilakh, Pimpri Chinchwad",15000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,985,"Wakad, Pimpri Chinchwad",22000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1100,Kharadi,13000,Unfurnished,3 floor
1,600,,10000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1000,"Bhusari Colony, Kothrud",27000,Unfurnished,4 floor
1,550,Katraj,10000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,400,,50000,Unfurnished,Ground floor
3,750,Pimpri Chinchwad,24000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1446,"Phulenagar, Yerawada",12000,Furnished,4 floor
2,1280,Bavdhan,18000,Furnished,4 floor 3 BHK
2,875,,12000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,1154,Khadki,15000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1050,"Phase 3, Hinjawadi",28000,Furnished,5 floor
2,1120,,18000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,2360,Hinjewadi Phase 2,24000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,1670,,16999," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,632,Karvenagar,18000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,650,"Ravet, Pimpri Chinchwad",14000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,683,Chakan,35000,Unfurnished,Ground floor 2 BHK
1,1159,"Mohan Nagar-Chinchwad, Pimpri Chinchwad",11000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
1,720,Ambegaon Budruk,9500, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
3,1100,Katraj,25000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,750,"Manik Baug, Anand Nagar",9000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,1280,Warje,11000,Unfurnished,1 floor
1,3600,,8000,Unfurnished,3 floor 2 BHK
3,950,Pirangut,10000,Semi-Furnished,3 floor
2,630,Baner,25000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,900,"Keshav Nagar, Mundhwa",25000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
3,800,Baner road,40000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,1020,Amanora Park Town,23000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,2840,"Hanuman Nagar-Vadgaonsheri, Vadgaonsheri",12501," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1650,Wagholi,8500," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,900,"Old Sangvi, Pimpri Chinchwad",9500,Unfurnished,3 floor
2,1000,,15750," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,4500,Warje,30000,Unfurnished,4 floor
1,850,Hadapsar,9000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,845,Pirangut,7000,Unfurnished,Ground floor
1,1208,Koregaon Park,30000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,750,Talegaon Dabhade,7000,Furnished,4 floor
2,875,"Jadhav Wadi, Chikhali",12000,Furnished,4 floor 3 BHK
2,950,Bharti Vidyapeeth Campus,13500," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1000,"Pimpri, Pimpri Chinchwad",18000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,1500,Dhanori Lohegaon Road,19500,Furnished,5 floor
2,1400,Shivane,13500," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1200,Bhau Patil Road,6000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1150,Chikhali,8000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,978,Hinjewadi Phase 3,22500,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,1112,Bhosale Nagar,35000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,974,,20000,Unfurnished,Ground floor 2 BHK
3,1300,Hadapsar,31000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
1,700,Kothrud,16000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,600,Koregaon Park,44000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,760,Bhukum,12500," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,680,"Keshav Nagar, Mundhwa",24000,Unfurnished,1 floor
2,950,"Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi",18000,Unfurnished,3 floor 2 BHK
3,1100,"Balewadi Gaon, Balewadi",25000,Semi-Furnished,3 floor
1,850,"Chinchwad, Pimpri Chinchwad",13000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,1050,Mundhwa,20000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
1,1189,Kothrud,16000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,670,"Wakad, Pimpri Chinchwad",16000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1275,Hinjewadi,22000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,650,Dhanori,15000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,550,Pimpri Chinchwad,15000,Unfurnished,3 floor
2,610,Talegaon Dabhade,15000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
,550,"Pimple Saudagar, Pimpri Chinchwad",24000,Unfurnished,4 floor
1,900,Wanowrie,8000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1000,Hinjewadi,19460,Unfurnished,Ground floor
3,600,Kharadi,25000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,1000,Balewadi,25000,Furnished,4 floor
1,1058,Aundh,10000,Furnished,4 floor 3 BHK
1,1600,Lulla Nagar,11500," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,950,"Pimple Saudagar, Pimpri Chinchwad",19000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,890,"Rahatni, Pimpri Chinchwad",14000,Furnished,5 floor
2,1100,Katraj Kondhwa Road,14000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1103,Hinjewadi,6500," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,775,"Bhairav Nagar, Dhanori",23000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
3,1100,Koregaon Park,70000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,1200,"Dattawadi, Pimpri Chinchwad",13000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,1560,Narhe,7500,Unfurnished,Ground floor 2 BHK
2,600,Erandwane,24000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
3,896,Vitthal Nagar-Kharadi,56000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,1000,Pirangut,7500," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
4,1100,Undri,25000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,550,"Tathawade, Dattwadi",18000,Unfurnished,1 floor
2,565,Somatne Phata,9000,Unfurnished,3 floor 2 BHK
1,644,"Marunji, Hinjawadi",9000,Semi-Furnished,3 floor
1,879,"Shaniwar peth, Narayan Peth",17000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,650,Viman Nagar,7000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,935,Balewadi,17750," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,638,Dhanori,9000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,845,Kothrud,15000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,650,"Rahatni, Pimpri Chinchwad",10500," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,600,Tilak Road,15000,Unfurnished,3 floor
2,658,Hadapsar,16000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,634,Hinjewadi Phase 3,27000,Unfurnished,4 floor
3,450,Shivaji Nagar,38000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,650,Chakan,9000,Unfurnished,Ground floor
2,950,Baner,20000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1000,Magarpatta City,26000,Furnished,4 floor
2,1500,"Pimple Saudagar, Pimpri Chinchwad",20000,Furnished,4 floor 3 BHK
3,500,"EON Free Zone, Kharadi",47000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,850,Kharadi,33000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,550,Chakan,8200,Furnished,5 floor
2,675,Dighi,10200," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,3000,"Mahadev Nagar-Dhayari, Dhayari",6500," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,545,"Marunji, Hinjawadi",15000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,924,"Hadapsar Gaon, Hadapsar",19000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
3,550,Bavdhan,24000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,1103,"SECTOR 16, Chikhali",15000,Unfurnished,Ground floor 2 BHK
1,1090,Jambhulwadi,5500,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
3,1233,Moshi,15000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
4,850,"Vasant Vihar, Baner",90000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,690,Hinjewadi Phase 3,16500," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
1,600,"Wakad, Pimpri Chinchwad",15000,Unfurnished,1 floor
2,1350,"Pimple Saudagar, Pimpri Chinchwad",20000,Unfurnished,3 floor 2 BHK
1,685,Kothrud,15000,Semi-Furnished,3 floor
1,500,Hinjewadi,9500, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,850,"Pimple Saudagar, Pimpri Chinchwad",21000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
1,997,"Pimpri, Pimpri Chinchwad",13500," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,500,Kothrud,30000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
4,625,"Pimple Saudagar, Pimpri Chinchwad",35000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,669,"Keshav Nagar, Mundhwa",22000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
