bhk,area,locality,price,status1,status2
2,1750,Handewadi,15000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,1200,"Nigdi, Pimpri Chinchwad",17000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,605,"Bhujbal Vasti, Pimpri Chinchwad",18000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
3,600,Hinjewadi,25000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
1,965,Sadashiv Peth,16000,Unfurnished,1 floor
2,1004,"Pimple Saudagar, Pimpri Chinchwad",20000,Unfurnished,3 floor 2 BHK
1,800,Wagholi,5500,Semi-Furnished,3 floor
1,650,,12500, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,560,Ghorpadi,18000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
3,510,Balewadi,32000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,650,Hadapsar,11000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,500,Hadapsar,17500," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,520,Uruli Kanchan,15000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,ft,Kharadi,28000,Unfurnished,3 floor
2,500,Narhe,12000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,500,"Bavdhan Khurd, Bavdhan",14000,Unfurnished,4 floor
2,850,Pirangut,10000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
,1024,Amanora Park Town,16500,Unfurnished,Ground floor
2,450,Lohegaon,16800," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,525,"Wakad, Pimpri Chinchwad",20000,Furnished,4 floor
1,1250,"Rakshak Nagar, Kharadi",13000,Furnished,4 floor 3 BHK
2,800,"Kiwale, Dehu Road",11500," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,1000,"Vadar Wadi, Vishrantwadi",13000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
3,950,Kondhwa,21000,Furnished,5 floor
2,700,Hinjewadi Phase 1,15000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,990,"Wakad, Pimpri Chinchwad",22000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,550,"Pimple Saudagar, Pimpri Chinchwad",19000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
3,762,"Keshav Nagar, Mundhwa",28000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,1500,"Shastrinagar, Yerawada",15000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,7000,Warje,18000,Unfurnished,Ground floor 2 BHK
1,800,"Kaspate Vasti, Pimpri Chinchwad",11000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
1,900,Vadgaon Budruk,7000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
1,730,"Vijay Nagar-Kalewadi, Pimpri Chinchwad",11000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,687,Kharadi,24000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,900,Wagholi,11500,Unfurnished,1 floor
1,900,Kothrud,22000,Unfurnished,3 floor 2 BHK
3,1690,Prabhat Road,1 Lac,Semi-Furnished,3 floor
3,850,Hadapsar,25000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,700,"Wakad, Pimpri Chinchwad",18000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
1,593,Kharadi,7000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,2500,"Aundh Gaon, Aundh",17000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,750,Somatne Phata,6000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,550,"Vishrantwadi, Airport Road",20000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,960,Bhekarai Nagar,6000,Unfurnished,3 floor
2,750,"Bhugaon, Bavdhan",15000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,ft,Ghorpadi,23000,Unfurnished,4 floor
1,650,Magarpatta City,18000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,2400,Dighi,7500,Unfurnished,Ground floor
2,850,Charholi Budruk,9000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,4000,Magarpatta City,39325,Furnished,4 floor
4,ft,Kharadi,1.1 Lac,Furnished,4 floor 3 BHK
2,900,Dhanori,17000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,980,Hinjewadi,30000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
3,1200,Hinjewadi,23561,Furnished,5 floor
1,793,Phursungi,5000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,975,Kondhwa,11000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,650,"Atul Nagar Phase 1, Warje",18000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,350,Dhanori,22000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,1015,,9500," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,562,Pisoli,9500,Unfurnished,Ground floor 2 BHK
2,1330,Chakan,7500,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,1400,"Parande Nagar, Dhanori",14000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,800,"Pimple Saudagar, Pimpri Chinchwad",21000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,1020,Hinjewadi,22000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
3,634,"Keshav Nagar, Mundhwa",30000,Unfurnished,1 floor
1,1200,Dhayari Phata Road,6000,Unfurnished,3 floor 2 BHK
2,500,Narhe,12000,Semi-Furnished,3 floor
3,411,,4000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,ft,Pune Railway Station,19500,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,900,"Sainikwadi, Vadgaonsheri",15000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,530,Moshi,11500," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,800,Ambegaon Budruk,14250," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,623,Wakad-Hinjewadi,15000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,1000,"Balewadi Stadium, Balewadi",15000,Unfurnished,3 floor
1,650,Karvenagar,16500," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,1076,Shirgaon,7000,Unfurnished,4 floor
,850,,4500," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,984,"Somnath Nagar, Vadgaonsheri",3500,Unfurnished,Ground floor
1,1000,Bharti Vidyapeeth Campus,11500," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,525,Pashan,5800,Furnished,4 floor
,570,"Old Sangvi, Pimpri Chinchwad",8000,Furnished,4 floor 3 BHK
1,800,Karvenagar,13000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,700,Shirgaon,6000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,780,Sadashiv Peth,10000,Furnished,5 floor
1,650,"Pathare Vasti, Lohegaon",7000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,300,,18000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,570,"Chandan Nagar, Malwadi",5500," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,1000,"Nangargaon, Lonavala",7500,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,450,Narhe,6000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,1100,,28000,Unfurnished,Ground floor 2 BHK
2,450,Wagholi,18000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
3,481,Ambegaon Budruk,25000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,800,Chikhali,15000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,714,"Wadgaon Budruk, Narhe",16000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,950,"North Hadapsar, Hadapsar",10000,Unfurnished,1 floor
1,700,"Kasarwadi, Pimpri Chinchwad",13500,Unfurnished,3 floor 2 BHK
4,570,Gahunje,49500,Semi-Furnished,3 floor
3,485,Baner road,7208, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,950,Phursungi,10000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,875,Chakan,8000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
3,58,Hinjewadi,25000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,600,Handewadi,15000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,850,"Pimple Saudagar, Pimpri Chinchwad",9000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,612,Undri,18000,Unfurnished,3 floor
3,1100,Bavdhan,22000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,870,"Rahatni, Pimpri Chinchwad",18000,Unfurnished,4 floor
2,926,"Wakad, Pimpri Chinchwad",19500," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
3,750,"Azad Nagar-Wanawari, Wanawari",27000,Unfurnished,Ground floor
2,640,Hinjewadi,16000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,850,"Shastrinagar, Yerawada",20000,Furnished,4 floor
2,2200,,10000,Furnished,4 floor 3 BHK
2,1100,Wagholi,10500," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
3,562,"Wakad, Pimpri Chinchwad",34000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
3,900,"Pimple Gurav, Pimpri Chinchwad",18000,Furnished,5 floor
1,1600,Wagholi,4500," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,972,Hinjewadi,15000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,670,Sinhagad Road,8000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,854,Ambegaon Budruk,9500,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
1,900,Uruli Devachi,6500," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,967,"Old Sangavi, Pashan",10500,Unfurnished,Ground floor 2 BHK
1,780,Narhe,7800,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
,980,"Vishrantwadi, Airport Road",7000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,560,Hinjewadi,17000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,600,Shirgaon,6500," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,950,,3000,Unfurnished,1 floor
1,1200,Phursungi,11000,Unfurnished,3 floor 2 BHK
3,950,"Pimple Gurav, Pimpri Chinchwad",19000,Semi-Furnished,3 floor
2,1000,Handewadi,13000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
3,1152,"Manjri, Manjri Budruk",18000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
3,900,Pashan,25000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,1200,Shivane,8200," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,ft,"Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi",16000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,932,"Ravet, Pimpri Chinchwad",15500," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1150,"Vishrantwadi, Airport Road",18000,Unfurnished,3 floor
2,2600,Bijali Nagar,12500," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,1288,,12000,Unfurnished,4 floor
1,2000,Narhe,8800," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,860,Somwar Peth,14000,Unfurnished,Ground floor
1,1100,Sadhu Vaswani Chowk,20000," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1040,,5000,Furnished,4 floor
1,2200,Pune Solapur Highway,14000,Furnished,4 floor 3 BHK
,550,"Yerawada, Airport Road",8000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,250,"Vikas Nagar, Wanwadi",9000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
1,589,"Phadke Haud, Kasba Peth",11500,Furnished,5 floor
2,1400,Talegaon Dabhade,11000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,850,Talegaon Dabhade,7500," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1100,Kalewadi,8000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,862,,6000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
2,1150,,15000," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,1413,Kanhe,8000,Unfurnished,Ground floor 2 BHK
6,650,"Chandan Nagar, Malwadi",10000,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,1080,Handewadi Road,12000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,1028,Hinjewadi,21500," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,610,Hadapsar,18000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
1,1100,Koregaon Bhima,5000,Unfurnished,1 floor
2,1110,Somatne Phata,7000,Unfurnished,3 floor 2 BHK
2,965,Lohegaon,20000,Semi-Furnished,3 floor
8,1220,Solapur Road,3.5 Lac, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
2,950,Mundhwa,20000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
2,1000,Talegaon Dabhade,9000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
1,1255,Gahunje,20000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,500,Dhayari,12500," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1472,Wagholi,12000," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,1366,Bhosari,13500,Unfurnished,3 floor
3,1250,Khadki,22000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,583,Sinhagad Road,17500,Unfurnished,4 floor
1,1250,Vadgaon Maval,10000," Hadapsar 850 sqft"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,700,Talegaon Dabhade,7500,Unfurnished,Ground floor
1,1261,Chikhali,9500," Undri 832 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
3,993,Baner,37500,Furnished,4 floor
2,750,Phursungi,15000,Furnished,4 floor 3 BHK
2,995,Satav Nagar,9000," Pimpri Chinchwad 1100 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
2,680,Narhe,15000," Hinjewadi"" itemprop=""name""/>
<meta content=""1 Bath",Unfurnished
2,1217,Narhe,7500,Furnished,5 floor
,600,"Keshav Nagar, Mundhwa",8000," Viman Nagar 1550 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
1,890,,5000," Pimpri Chinchwad 909 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
4,597,Pashan,50000," Kothrud 800 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
2,645,Chikhali,15000,Unfurnished,"7 floor Interested People can contact."" itemprop=""description""/>
<meta content=""/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Ambegaon-Budruk-in-Pune&amp;id=4d423439363335383832"" itemprop=""url""/>
<div itemprop=""address"" itemscope="""" itemtype=""//schema.org/PostalAddress"">
<meta content=""Ambegaon Budruk"" itemprop=""addressLocality""/>
<input content=""IN"" itemprop=""addressCountry"" type=""hidden"">
</input></div>
<meta content=""3"" itemprop=""numberOfRooms""/>
<meta content=""1365 FTK "" itemprop=""floorSize""/>
</div>"
4,550,Kharadi,3 Lac," Hinjewadi Phase 1 846 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
,1060,,12000,Unfurnished,Ground floor 2 BHK
2,890,,8400,Semi-Furnished,1 floor Here is a comparatively affordable 1 BHK flat available on rent one of the developing suburbs of Pune
2,750,"Ravet, Pimpri Chinchwad",50000, Wakad," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""5 Bath"
2,500,Mundhwa,22000," Mangaldas Road 1555 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
2,638,"Yewalewadi, Katraj",12000," Balewadi 2200 sqft"" itemprop=""name""/>
<meta content=""5 Bath",Semi-Furnished
2,820,Dighi,12500,Unfurnished,1 floor
1,1200,"Yewalewadi, Katraj",9000,Unfurnished,3 floor 2 BHK
1,574,Hinjewadi,10500,Semi-Furnished,3 floor
2,50,NIBM Annexe,20000, Ravet," Pimpri Chinchwad"" itemprop=""name""/>
<meta content=""1 Bath"
1,450,Shirgaon,6000,Unfurnished,11 floor Pethkar SiyonaUltra spacious
3,600,Hinjewadi Phase 2,25000," Kharadi 1375 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Semi-Furnished
3,1000,Hinjewadi Phase 2,30000," Ambedkar Nagar-Kondhwa 930 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Furnished
1,855,,10000," Sus 1176 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
2,540,Wagholi,10500," Dhanori 1020 sqft"" itemprop=""name""/>
<meta content=""2 Bath",Unfurnished
1,1214,,7000,Unfurnished,3 floor
2,700,"Siddarth Nagar-Aundh, Aundh",23000," Baner road 1650 sqft"" itemprop=""name""/>
<meta content=""3 Bath",Furnished
